paper_name,Gramatika i pravopis,Strane reči,Skraćenice,Argumentacija,Konciznost rečenice,Jasnoća rečenica,Aktiv i pasiv,Početak rečenice,Sadržaj rečenice,Korišćenje vremena,Zarezi,Interpunkcija,Konciznost paragrafa,Organizacija paragrafa,Konzistentnost,Repetitivnost,Bespotrebni detalji,Odnos teksta i teme rada,Nekonciznost,Korišćenje ličnih zamenica,Širi problem,Osnovni koncepti,Značaj rešenja,Pozicioniranje užeg problema u širem kontekstu,Opis fokusa rada,Opis koristi rešenja,Opis problema domena,Zahtevi,Opis drugačijih rešenja,Argumentacija odabranog rešenja,Opis koncepata rešenja,Definisani koncepti,Višak koncepata,Opis rešenja koncepata,Opis rešenja na opštijem nivou,Inicijalno predstavljanje strukture sistema,Opis svake celine strukture rešenja,Preciznost,Visok nivo apstrakcije,Teorijske osnove,Problem,Konciznost,Dovoljno detalja,Vreme pisanja,Struktura opisa rezultata,Diskusija o rezultatima,Finalni paragraf
Distribuiran_sistem_pametnih_brojila_za_automatizovano_praćenje_potrošnje_električne_energije_SV_1_2021_SV_10_2021.pdf,2,0,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,0,0,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,1,0
Emocionalna klasifikacija istorije slušanja i personalizovane preporuke korišćenjem NLP-a na Spotify-u_SV 14-2021_SV 36-2021.pdf,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,1
FinoPodešavanjeStableDiffusionModelaPrimenomLoRAMetoda_SV_3_2020.pdf,1,0,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,0,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,0
FizickiZasnovanoPrikazivanje_sv42020.pdf,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,0,2,1,2,2,1,0
GenetskiAlgoritam_SV76-2020_SV35-2020.pdf,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,1,2,2,0
Heksagonalna_arhitektura_SV24-2020.pdf,2,1,1,1,1,2,1,0,2,1,2,2,1,1,1,1,2,2,1,0,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,0
ImageStyleTransfer_SV282020.pdf,1,0,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,0,1,1,2,2,2,1,2,2,2,2,2,2,0,2,1,2,2,2,0
Implementacija_sistema_za_upravljanje_pametnom_kucom_SV_16_2021__SV_77_2021.pdf,2,0,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,1
KLASIFIKACIJA_HISTOPATOLOSKIH_SLIKA_KARCINOMA_KAO_PODRSKA_U_DIGITALNOJ_PATOLOGIJI_SV_53_2021.pdf,2,0,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,0,2,2,2,2,2,2
KVSE_SV152020_SV342020 (1).pdf,2,0,1,1,1,2,1,2,2,2,2,2,1,1,0,1,1,2,2,0,1,1,1,1,1,2,1,1,0,0,1,1,2,1,2,2,2,2,2,2,0,2,1,2,2,1,0
KVSE_sv36.2020_sv39.2020.pdf,2,0,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,0
"Klasifikacija pečuraka korišćenjem CNN, SVM i transfer učenja_SV22_2021_SV21_2021.pdf",2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,0,2,2,2,2,2,1
Klasifikacija_tumora_mozga_na_osnovu_snimaka_magnetne_rezonance_SV66_2021 (1).pdf,1,1,2,2,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,1,2,0,0,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1
Ključ-vrijednost-baze-podataka_SV32-2020_SV63-2020.pdf,1,1,1,1,1,1,1,2,2,1,1,2,1,1,0,0,1,2,1,0,1,1,1,1,1,2,1,1,0,0,1,1,2,1,1,2,1,1,2,2,0,1,1,2,2,1,0
MASTER_MIND_STRATEGIJA__SV_15_2021.pdf,2,0,1,1,1,2,1,0,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,1
Menadžer kvaliteta kompanije_SV66-2020 (1).pdf,1,0,1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,0,1,1,1,2,0,1,1,2,1,1,0
Modularni _sistem_za_fleksibilnu_vizualizaciju_grafova_SV40_2021.pdf,2,1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,0,2,2,2,2,2,1
Nepristrasna detekcija melanoma-SV57-SV64.docx.pdf,2,0,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,0,1,2,2,2,1,2,1,2,2,1,2,0,2,2,2,2,2,0
NoSQLbaza_sv37_2020_sv51_2020.pdf,2,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,1,2,0,1,2,2,2,2,2,0,2,2,2,2,1,0
OCR_SV6_2020_SV19_2020.pdf,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,0
Oткривање-рака-дојке_SV12-2020_SV55-2020.pdf,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,1,0,0,1,2,2,1,1,2,2,2,1,2,0,2,1,2,2,2,1
PLATFORMA_ZA_PRAĆENJE_ELEKTRIČNE_ENERGIJE__SV_35_2021__SV_23_2021.pdf,2,0,1,1,1,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,1,2,2,1,2,2,2,2,2,2,0,2,2,2,2,1,1
PREDIKCIJA_CENA_LAPTOPA_NA_OSNOVU_KARAKTERISTIKA__SV_19_2021.pdf,2,0,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,0,1,1,2,1,2,2,2,1,2,2,0,2,1,2,2,1,1
PREDVIĐANJE_ŽIVOTNOG_VEKA_BATERIJE_ELEKTRIČNIH_VOZILA_POMOĆU_MAŠINSKOG_UČENJA_SV_62_2021.pdf,2,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,1,2,0,1,1,1,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,2
PRIMENA_FONGOVE_JEDNAČINE_SVETLOSTI_U_IMPLEMENTACIJI_VIDEO-IGRE__SV_34_2021.pdf,2,0,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,0,1,2,2,2,2,2,2,2,1,1,2,2,1,2,0,2,2,2,2,2,1
PametnaKuća_SV782020_SV432020.pdf,2,0,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,1,0
PametnaKuća_SV80-2020_SV49-2020.pdf,1,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,0,2,1,2,2,2,0
PametneKuce_SV77-2020_SV79-2020.pdf,1,1,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,1,2,2,0,1,1,2,2,1,0
Podsticanje_reciklaže_plastike_kroz_edukaciju_i_nagrađivanje_u_aplikaciji_E_Dukat_SV_42_2021.pdf,2,1,2,2,2,2,2,0,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,1
Prepoznavanje-divljih-macaka_SV2-2020_SV26-2020.pdf,2,0,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,0,2,1,2,2,1,0
PrepoznavanjeEmocijaUGovoru_SV22-2020.pdf,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,0,2,2,2,2,2,0
PrepoznavanjeIKlasifikacijSaobraćajnihZnakova_SV64_2020.pdf,2,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,0,2,1,1,2,2,0
Prepoznavanje_znakovnog_jezika_primenom_mašinskog_učenja_sv41_2021.docx.pdf,2,0,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,1,2,1,2,1,2,1,2,2,2,2,0,2,1,2,2,2,0
Rad_6,1,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,0,1,2,1,1,1,0
Rad_7,2,0,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,0,2,1,0,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0
Rad_1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,0,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,1
Rad_2,1,0,1,0,1,1,1,1,2,1,1,2,1,1,0,1,0,2,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,0,2,1,2,2,2,2,1,0
Rad_3,2,0,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,1,1,1,1,2,2,0,1,1,2,2,1,1
Rad_4,1,0,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,0,1,2,2,2,1,2,2,2,2,1,2,0,2,2,2,2,2,2
Rad_5,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0
Rad_8,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,2,0
Rad_9,2,0,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,0,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,2,2,2,1,0
Rad_10,2,0,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1
Rad_12,1,0,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,0,0,0,1,1,2,1,1,2,2,2,2,2,0,2,2,2,2,1,1
Rad_14,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,2,2,1,2,2,2,2,2,2,0,2,1,2,2,2,0
Rad_15,2,0,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0
Rad_16,2,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,2,1,1,1,2,0,2,2,2,2,2,0
Rad_17,2,0,1,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,1,0
Rad_18,2,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,0,1,1,2,2,1,0
Rad_19,1,0,1,1,1,1,1,2,1,1,1,2,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,0,1,2,2,1,2,0
Rad_20,2,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,1,1,2,2,1
Rad_21,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1
Rad_22,2,0,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,2,2,2,2,2,0,2,1,2,2,1,0
Rad_24,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0
Rad_26,2,0,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,0,1,1,0,1,0,2,1,2,2,2,0
Rad_27,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,0,2,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,1
Rad_28,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0
Rad_30,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,0,2,2,2,2,2,0
Rad_34,1,0,1,1,1,1,1,2,2,1,1,2,1,1,0,1,1,2,1,1,1,1,1,1,2,1,1,2,0,1,1,1,2,1,2,2,2,1,1,2,0,2,1,2,2,1,1
Rad_33,2,0,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,1,0
Rad_29,1,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,0,1,1,1,1,2,1,2,2,1,1,2,1,0,2,1,2,2,2,1
Rad_31,2,0,1,0,1,1,1,2,0,1,1,2,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,1,1,1,0,0,1,0,1,0,2,1,1,0
Rad_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad_78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
